Temperature,Humidity,SleepScore
21.0,38.4,96.2
30.7,64.3,41.2
17.0,73.7,86.2
28.0,79.7,62.1
31.5,79.0,39.7
17.8,66.9,90.3
20.6,32.3,90.2
17.4,72.5,88.8
23.5,83.2,88.4
21.9,62.6,99.6
20.9,59.5,100.0
29.9,29.8,64.4
22.7,35.4,100.0
20.8,57.5,95.6
22.2,79.4,93.1
29.3,62.6,57.6
17.9,53.3,82.9
18.7,25.4,78.9
28.6,76.9,53.7
31.6,45.5,43.4
24.5,77.9,83.3
26.4,83.9,69.0
29.6,41.0,64.2
25.9,57.6,83.0
24.8,54.4,89.7
17.2,60.6,79.6
29.7,61.9,53.8
29.9,71.7,46.4
30.2,47.0,54.0
19.2,57.7,90.5
25.4,57.8,85.2
30.6,74.1,38.9
17.1,77.3,84.7
17.2,81.2,88.6
19.3,43.6,92.0
26.0,69.1,77.0
23.8,31.0,100.0
22.9,71.7,92.7
17.4,56.5,83.8
24.5,72.8,83.8
17.3,35.0,77.4
29.2,77.0,53.4
27.4,66.8,66.8
26.2,31.0,87.0
19.7,42.5,88.5
21.7,67.2,100.0
29.6,51.6,58.5
30.3,29.5,62.8
23.0,83.6,92.9
25.4,70.7,83.8
25.2,47.7,90.2
18.0,84.4,92.1
22.3,74.5,94.7
17.1,29.0,69.4
21.4,29.6,95.7
26.8,49.0,82.5
24.3,32.9,94.9
31.4,60.6,39.3
21.2,37.0,94.4
19.4,82.7,96.6
17.5,78.8,87.7
17.0,25.9,66.6
28.3,72.9,61.0
22.5,40.9,100.0
17.9,78.2,90.1
26.4,72.8,75.4
31.6,68.5,36.7
26.7,35.6,81.8
23.6,30.2,96.5
28.4,42.9,73.3
24.0,48.9,94.7
21.5,51.7,98.5
29.8,82.0,42.4
16.7,39.0,71.6
30.5,29.0,59.2
25.6,68.0,82.0
27.4,64.5,68.8
30.5,57.8,48.3
17.4,81.4,89.9
24.0,63.1,89.9
18.0,31.6,80.0
26.4,47.0,82.3
29.2,25.5,71.3
28.9,75.6,54.1
29.9,52.2,52.9
17.7,57.6,85.9
22.2,72.4,97.0
29.7,37.8,62.8
17.0,32.6,69.3
18.2,59.3,90.6
25.0,68.6,82.9
24.9,80.0,81.9
27.7,70.4,66.8
24.9,63.6,88.4
28.9,80.3,54.5
26.4,81.2,71.2
31.9,49.6,37.5
24.2,32.5,95.4
25.3,25.5,94.6
30.6,75.1,36.6
20.1,54.4,95.6
29.8,36.5,64.6
24.7,76.3,82.0
17.1,79.1,89.6
19.0,56.5,93.6
18.4,45.6,82.9
26.7,35.4,83.9
20.3,48.1,92.4
22.6,37.1,97.8
17.0,51.9,77.2
31.8,38.5,47.0
29.1,53.9,63.0
21.6,53.7,99.5
24.7,82.8,85.1
24.6,74.7,83.9
31.6,42.6,43.4
23.1,84.0,93.3
29.7,53.7,57.5
23.0,56.4,96.8
26.5,60.4,75.2
20.6,26.4,89.2
19.2,25.2,83.6
22.5,60.2,95.8
27.0,31.3,84.7
26.3,45.1,83.1
19.2,39.7,90.2
26.4,63.6,79.7
28.9,49.9,65.7
18.0,59.3,87.5
20.7,37.3,92.9
22.7,78.4,94.7
16.7,41.8,73.5
25.6,26.9,93.5
18.6,43.7,86.9
21.2,82.3,98.6
17.8,31.6,77.4
27.4,69.0,68.3
26.9,45.2,80.0
22.4,35.7,100.0
23.1,33.4,97.7
29.3,40.0,67.2
23.2,67.5,93.8
30.4,35.1,58.8
20.8,28.6,91.5
22.0,41.9,100.0
20.1,59.5,94.7
18.3,62.3,88.5
30.4,61.7,49.0
17.5,40.8,79.5
23.3,62.8,92.0
20.4,41.1,94.6
27.5,49.2,76.5
26.2,76.8,73.5
18.1,66.7,87.9
18.6,26.7,80.0
21.1,33.6,94.8
21.3,79.0,100.0
29.2,59.4,60.2
20.1,59.9,99.2
28.7,62.7,63.7
21.1,70.2,99.5
25.7,72.8,76.4
25.7,62.5,80.2
19.3,31.0,85.4
29.9,84.6,42.5
31.8,30.6,48.3
23.0,70.5,96.3
22.4,60.6,97.6
24.3,63.8,90.9
19.9,30.6,86.9
17.5,33.1,74.7
28.9,26.4,75.4
19.2,55.8,95.1
25.3,34.5,91.2
20.1,27.3,86.8
16.2,63.0,75.0
18.0,30.2,80.6
22.5,34.2,97.8
23.7,78.7,89.1
27.5,35.1,79.3
17.0,44.2,77.0
29.6,63.0,51.1
20.4,38.3,91.5
16.5,26.1,66.4
20.2,25.2,89.3
29.2,82.9,48.6
24.9,62.7,85.6
26.5,83.8,71.8
18.8,37.6,88.2
22.3,61.5,96.8
28.8,65.3,57.1
28.8,51.0,62.7
19.6,60.6,92.5
20.3,49.5,93.5
31.9,25.9,48.0
17.8,27.8,78.3
31.3,36.2,49.5
19.5,35.8,85.9
17.5,60.8,84.0
16.0,50.8,70.2
27.0,45.2,82.2
18.7,49.3,86.7
20.6,73.5,100.0
23.6,76.0,93.1
28.6,41.0,72.3
27.5,27.8,79.4
29.5,66.8,51.9
23.0,49.3,96.0
18.1,46.4,84.7
21.8,54.8,99.6
19.0,32.3,82.8
18.0,48.4,84.8
26.5,43.5,82.3
20.4,45.1,96.9
22.1,55.3,100.0
23.3,73.6,94.4
26.0,63.0,80.1
19.4,25.3,85.9
27.1,37.7,81.2
20.7,64.2,100.0
30.1,60.0,50.7
23.2,77.4,93.9
25.2,38.2,92.7
22.6,39.7,100.0
17.1,75.6,88.2
22.3,41.5,100.0
16.5,48.7,74.1
21.0,54.9,100.0
21.9,57.7,99.9
17.8,70.2,86.2
30.7,58.3,45.5
21.7,25.6,98.3
31.2,83.3,38.3
24.7,62.5,86.4
31.8,79.5,36.8
28.6,70.7,58.1
26.6,57.0,78.4
28.6,77.1,54.5
30.0,30.6,63.5
21.9,80.1,93.9
27.4,33.4,82.2
24.8,43.5,95.2
16.1,26.0,61.9
24.8,83.4,83.4
17.6,63.5,83.6
19.2,38.9,88.9
20.4,69.4,100.0
23.6,63.6,93.9
20.7,49.0,97.6
28.7,76.3,53.0
27.3,74.8,65.8
27.9,49.8,69.7
29.7,56.5,56.4
21.5,66.2,100.0
28.9,30.0,69.7
20.3,35.3,91.0
25.7,27.2,92.0
19.3,61.8,96.8
29.9,70.3,44.9
23.2,58.3,96.0
16.7,27.9,65.4
19.0,47.4,88.9
27.6,79.3,61.4
21.0,75.9,100.0
17.3,45.7,77.4
16.5,78.1,82.1
31.9,82.7,37.0
31.6,70.4,38.8
30.3,53.5,49.2
24.2,30.2,95.8
25.3,66.8,84.8
25.2,25.9,97.3
24.0,65.9,89.0
32.0,52.5,35.9
18.9,65.4,91.4
28.4,64.2,64.7
26.4,56.6,80.9
19.7,62.5,97.5
21.8,40.5,96.5
24.8,73.3,83.6
27.5,81.8,60.8
31.5,51.4,42.7
23.0,77.2,93.2
27.1,83.1,65.8
22.9,70.2,94.8
24.5,42.1,96.6
32.0,65.2,36.0
18.9,27.9,83.7
20.8,46.0,94.7
19.0,51.8,87.6
25.5,27.7,94.5
24.0,85.0,87.1
18.7,83.8,93.0
28.3,28.9,77.0
24.2,64.0,91.4
31.9,26.9,49.1
17.3,75.4,86.4
26.2,61.5,79.1
29.4,81.6,44.1
20.0,44.2,91.1
20.8,53.3,95.8
24.5,61.9,89.0
16.6,62.9,79.5
29.2,78.8,50.0
29.9,65.2,52.0
27.2,50.0,76.7
21.3,26.1,92.5
19.3,79.4,95.0
25.2,55.6,88.6
21.2,82.3,97.1
24.6,51.4,89.3
22.7,64.8,98.6
30.5,59.8,47.2
26.0,68.4,80.6
24.8,28.3,92.7
23.6,63.5,92.8
23.0,32.7,97.6
23.6,25.2,99.3
31.0,53.0,47.0
19.8,43.5,93.8
29.0,49.5,64.2
18.8,72.7,93.3
30.9,82.8,36.6
22.6,52.8,100.0
26.3,73.6,74.0
27.0,60.4,76.2
17.6,54.3,80.4
32.0,79.2,39.4
26.1,53.1,82.4
31.4,53.4,40.3
26.2,66.9,80.2
31.4,78.2,38.8
28.8,82.0,50.9
31.2,34.4,53.6
27.5,64.4,70.3
27.1,56.3,77.7
16.4,62.5,79.6
22.9,48.4,100.0
25.2,74.1,83.1
16.3,51.7,75.3
24.5,51.1,92.8
27.3,43.1,77.9
19.1,36.0,86.3
28.2,59.1,65.1
24.8,76.9,86.3
27.3,47.9,74.8
22.9,42.9,100.0
27.2,66.2,71.3
18.1,77.7,91.4
28.9,64.7,59.0
28.5,79.9,53.6
18.0,52.4,86.7
25.6,33.6,93.6
31.6,44.3,42.2
18.7,31.3,81.4
22.2,47.6,99.7
27.4,28.1,82.4
22.7,61.9,95.2
29.4,27.3,66.4
19.1,79.4,96.5
25.3,70.7,81.9
17.0,46.0,77.2
16.3,72.1,81.2
24.9,60.2,86.1
21.1,28.6,95.3
23.3,57.0,98.4
29.4,67.2,51.6
23.1,51.2,98.1
31.8,31.1,49.7
29.5,51.8,61.4
27.5,52.2,74.1
18.5,42.7,86.0
20.7,29.8,90.1
25.1,35.3,94.6
29.0,52.5,60.9
17.1,67.9,83.4
20.0,60.3,98.7
29.7,26.3,67.6
23.6,49.6,97.4
24.8,41.8,93.1
19.6,28.4,88.8
22.5,40.6,99.3
25.2,66.5,84.2
26.8,77.2,69.1
27.8,62.2,67.0
30.5,50.9,50.6
25.3,36.6,93.6
26.4,71.0,75.6
16.4,61.2,76.9
27.9,58.3,71.4
18.6,34.0,85.5
21.9,68.5,97.8
25.6,63.5,81.1
26.0,27.0,88.5
18.6,33.9,81.3
24.9,80.6,82.5
18.7,73.7,93.1
27.6,79.2,66.0
26.8,61.7,74.9
22.1,64.6,98.3
24.0,83.1,84.3
23.9,25.9,100.0
22.7,72.3,93.1
23.5,76.9,90.7
29.1,64.7,55.3
24.4,63.7,86.4
26.1,69.6,77.3
26.3,35.1,89.2
21.6,52.2,99.9
27.6,84.8,58.9
18.6,38.4,86.2
27.7,59.1,67.7
25.1,37.8,92.8
25.9,36.2,87.9
25.3,33.1,91.7
20.3,42.4,96.3
25.2,73.5,82.8
23.0,55.5,96.5
32.0,46.6,40.9
26.6,26.3,84.9
24.4,40.8,94.2
31.7,49.4,43.4
29.9,83.6,39.4
30.5,65.6,45.3
28.9,30.2,74.1
29.9,84.3,42.9
16.2,78.0,81.1
23.8,35.3,96.3
18.0,40.3,82.5
30.1,54.1,54.0
23.0,55.9,95.4
23.8,46.0,93.3
16.1,49.8,70.1
27.9,82.4,61.1
30.0,40.6,62.2
29.5,49.5,61.8
18.7,84.5,94.1
30.6,29.0,60.4
29.4,77.6,49.8
27.0,41.0,81.1
29.1,36.2,67.6
20.9,26.5,95.3
24.2,28.8,99.7
23.3,79.6,93.8
26.6,44.5,79.6
29.0,65.7,58.9
26.8,38.3,83.1
24.1,48.1,92.9
29.7,52.8,57.8
16.4,79.3,86.0
25.8,66.6,80.0
21.9,51.2,100.0
30.4,68.0,46.6
17.0,71.9,82.2
24.6,69.8,84.3
18.4,71.7,92.3
17.3,59.0,80.2
22.2,47.9,98.6
22.2,60.2,98.3
31.1,75.5,39.2
22.7,84.7,93.8
17.3,67.4,87.9
16.1,37.9,69.1
20.8,65.3,99.6
16.4,56.2,77.5
25.1,30.4,92.4
29.3,36.3,68.4
22.3,37.3,100.0
17.8,64.4,84.5
23.1,65.3,93.2
20.1,26.2,90.9
31.9,69.0,37.7
29.8,77.7,47.2
29.4,76.7,51.2
20.8,77.6,100.0
30.0,37.2,63.6
18.0,54.1,84.3
21.0,40.1,96.7
16.8,72.1,84.5
29.1,56.7,61.7
29.2,27.6,68.4
19.2,62.7,93.7
18.1,67.2,88.0
18.6,56.5,91.0
23.6,32.6,99.7
18.0,75.3,92.1
18.7,61.4,92.8
30.3,35.1,61.9
21.7,63.6,100.0
24.5,51.4,90.8
31.1,29.6,57.6
18.1,49.7,84.1
20.7,71.9,100.0
23.3,41.7,97.8
29.1,26.1,72.7
29.0,43.4,65.9
21.3,47.7,100.0
29.0,38.6,66.0
22.8,34.2,99.3
22.7,64.4,99.5
17.9,51.6,84.9
24.0,66.0,92.1
23.5,37.1,99.0
30.8,48.7,48.8
22.5,62.6,99.4
16.3,50.6,74.3
29.7,84.4,44.9
16.4,83.9,84.2
19.3,68.5,95.9
21.3,46.2,99.9
24.8,29.0,98.3
21.0,31.1,95.3
27.9,27.8,78.2
20.8,64.0,96.9
31.0,26.3,58.2
26.6,76.3,71.6
20.2,63.2,100.0
17.7,83.5,91.3
21.9,44.3,100.0
21.4,29.1,93.0
29.6,35.6,63.4
29.0,52.6,64.9
25.4,57.4,84.0
21.8,58.9,99.3
29.8,46.6,58.4
18.0,64.1,88.4
31.4,32.6,52.0
23.5,73.6,92.0
24.9,30.1,94.0
21.7,57.2,99.0
30.5,27.3,62.1
16.5,69.1,80.1
22.5,65.5,98.5
30.2,33.7,58.9
24.3,69.3,86.0
18.3,63.0,91.0
24.5,52.1,93.0
16.3,73.0,81.4
26.9,65.3,72.3
16.6,47.8,74.7
25.0,52.7,90.5
23.7,26.0,98.2
21.9,25.2,98.9
31.5,75.4,35.8
24.4,83.0,81.7
21.5,54.0,98.6
27.8,49.2,72.5
30.0,66.7,47.3
24.4,82.5,85.2
25.3,36.4,93.4
25.4,29.3,94.4
30.6,46.5,50.4
23.5,57.2,97.3
30.2,66.1,44.8
17.8,68.4,87.6
22.4,61.1,96.4
25.9,36.2,87.6
31.2,80.3,39.7
28.9,60.4,58.6
16.5,62.7,80.2
18.4,39.5,84.3
29.1,38.7,65.7
26.2,43.8,87.5
31.9,66.7,38.0
17.6,52.3,80.8
24.1,46.3,95.9
20.3,43.5,92.6
31.1,69.4,40.4
18.5,61.6,89.6
25.4,72.5,81.3
22.0,71.1,99.8
24.3,72.2,89.5
20.7,67.6,100.0
31.9,65.0,40.0
25.1,69.9,81.1
19.9,50.8,96.1
24.7,79.7,84.8
25.6,59.6,84.7
28.8,57.5,64.5
17.7,42.0,78.9
18.1,68.3,89.3
18.5,26.0,79.8
18.3,82.6,96.7
25.6,71.2,79.7
16.7,37.6,68.7
26.2,81.3,71.3
31.1,48.0,49.7
19.6,53.5,94.9
23.0,68.2,93.9
18.2,41.5,83.8
18.1,34.0,81.6
31.7,82.9,37.7
19.9,37.0,89.0
29.9,55.8,54.3
20.5,80.1,100.0
16.6,43.3,73.3
17.2,70.6,86.5
30.6,58.6,47.6
23.5,47.3,97.5
32.0,62.4,38.4
16.6,31.2,69.7
16.9,76.4,84.5
28.9,42.1,66.6
21.6,36.6,94.9
21.2,59.7,99.6
17.0,57.3,81.6
24.7,39.2,92.3
28.7,84.7,53.0
21.4,74.1,100.0
16.6,80.4,83.8
27.7,37.0,80.1
23.2,38.5,100.0
22.1,77.2,97.1
26.7,55.6,76.0
29.3,79.6,47.3
21.3,35.6,97.1
21.4,33.5,98.2
23.9,54.6,93.3
27.7,78.5,63.5
22.2,47.1,100.0
21.8,48.2,100.0
31.7,63.7,37.0
19.2,76.9,94.3
27.0,72.5,67.4
19.9,43.5,95.1
28.4,47.9,66.2
26.1,41.7,88.3
20.7,62.3,97.9
16.3,27.4,64.0
16.0,78.4,79.8
23.9,61.7,93.2
16.8,76.4,86.9
16.1,25.3,61.2
19.6,83.4,98.7
19.5,79.6,95.9
21.1,55.5,96.6
24.4,29.7,97.2
24.0,45.5,96.0
26.3,61.0,81.4
22.5,47.2,99.7
19.2,40.7,86.4
19.2,73.2,94.0
30.7,57.1,47.4
27.9,70.3,65.9
19.6,45.9,93.4
23.9,49.4,96.4
24.0,37.8,98.2
19.1,35.5,88.2
26.3,41.7,87.6
29.8,57.4,53.3
22.1,72.9,98.8
25.0,74.1,84.6
24.1,73.6,85.4
26.1,41.1,87.3
22.4,78.7,94.0
28.4,25.0,76.6
20.8,79.4,97.8
19.4,81.6,96.8
16.1,67.0,77.2
21.3,49.2,97.9
19.6,62.7,94.0
20.9,44.9,95.4
22.8,73.3,94.1
27.0,76.4,69.8
27.5,72.0,66.4
29.2,31.0,70.9
27.6,29.1,78.8
28.8,51.6,65.0
19.9,41.4,91.3
19.0,28.6,81.7
26.0,41.5,86.1
30.1,76.7,42.3
28.7,83.2,52.8
23.5,45.3,97.9
17.2,26.3,71.0
21.7,40.9,98.1
20.1,49.2,93.0
26.1,45.1,88.0
20.8,42.5,98.5
20.6,73.3,96.9
24.9,72.7,86.8
27.8,33.7,75.3
23.6,66.0,92.1
31.3,35.6,49.4
21.5,51.9,98.1
16.9,25.6,66.7
30.8,34.8,56.0
30.8,63.0,44.9
29.9,33.1,63.8
23.4,52.1,97.8
17.9,61.2,86.4
25.6,50.6,86.6
27.8,50.8,69.8
28.5,34.4,73.0
24.9,84.6,79.4
19.5,32.4,87.7
25.9,31.2,88.6
25.2,55.9,89.7
20.1,36.7,93.0
25.3,59.5,84.1
27.8,83.3,62.1
26.7,43.2,83.0
30.1,80.1,41.0
26.4,71.6,73.5
24.1,63.8,91.8
28.5,34.9,75.7
23.8,54.1,95.6
31.6,62.3,39.3
22.0,50.8,99.4
18.7,58.5,88.6
21.1,48.1,100.0
28.6,53.7,65.7
18.2,60.4,87.8
30.1,54.7,55.3
18.5,34.6,83.9
28.0,78.5,60.8
19.3,42.6,90.7
26.2,57.1,78.3
19.7,61.1,92.5
17.0,52.0,78.5
28.7,75.3,53.2
29.0,81.8,51.6
28.8,42.0,65.3
21.4,70.7,96.8
28.9,70.8,55.1
31.7,31.3,48.1
31.8,73.8,39.6
28.5,29.2,72.1
29.7,76.5,49.2
16.5,41.5,74.3
24.0,40.6,98.5
19.4,84.1,96.8
19.4,45.0,89.0
18.9,72.9,94.6
21.0,60.0,99.4
21.4,33.1,94.8
22.8,40.0,98.6
20.9,69.5,100.0
28.0,38.9,73.3
20.6,41.8,95.7
28.6,80.4,57.0
18.0,74.7,88.7
30.3,45.7,52.8
22.6,78.5,94.1
23.4,77.6,91.9
25.7,51.4,86.8
21.1,32.8,93.8
19.6,74.3,98.0
16.3,55.3,76.9
18.1,34.2,81.2
20.2,60.8,94.4
18.2,38.7,83.4
30.8,42.1,50.0
26.3,60.8,80.9
27.0,59.8,73.8
18.0,53.1,87.3
26.5,58.3,81.1
17.5,60.4,82.6
26.2,31.5,87.4
16.0,77.0,78.7
17.3,55.1,79.1
21.1,55.4,100.0
28.5,29.8,72.9
24.0,81.7,83.9
28.4,72.9,58.6
24.9,25.8,93.2
23.0,50.4,97.7
29.5,60.6,55.2
25.2,71.6,83.2
27.0,49.1,76.4
29.8,82.7,43.5
24.6,69.0,89.6
26.8,28.0,85.7
18.7,51.0,89.4
23.4,51.1,93.9
20.2,78.7,99.4
31.1,29.8,53.2
26.0,55.5,81.2
26.2,33.8,86.0
20.7,59.5,100.0
19.5,42.9,90.2
17.8,40.2,80.5
25.6,38.3,91.8
30.3,51.3,50.6
29.9,27.5,65.8
20.2,32.5,88.5
28.1,74.6,62.2
20.5,78.0,97.6
27.6,67.4,69.3
28.9,47.4,64.1
28.1,77.2,59.6
18.4,63.6,91.3
18.1,82.7,93.5
25.0,25.2,92.7
29.0,46.7,63.4
30.4,72.1,42.6
21.5,83.7,99.6
25.7,48.5,84.4
23.2,45.9,96.9
24.1,78.5,85.5
26.6,76.8,71.8
20.5,75.0,100.0
31.3,77.4,39.7
17.2,64.2,85.1
24.1,79.0,87.9
17.9,73.6,89.7
26.7,31.1,85.4
24.4,43.1,91.3
16.6,46.3,71.8
17.7,42.5,78.4
26.7,53.9,76.7
16.8,25.8,69.2
20.4,49.3,93.2
23.1,56.5,93.6
17.1,63.0,82.2
22.5,45.9,100.0
19.8,67.6,99.3
28.9,70.3,57.8
24.1,56.1,93.7
20.4,41.9,91.8
28.3,54.5,67.3
20.6,71.1,100.0
19.5,49.2,89.3
24.1,31.4,97.9
31.6,57.7,39.7
17.2,46.1,76.5
29.3,46.5,65.3
28.1,48.7,69.3
17.4,68.8,85.4
27.1,62.4,74.7
28.4,40.0,71.8
29.9,69.7,44.9
28.7,64.6,61.7
19.5,44.3,90.0
28.3,81.4,54.2
17.1,66.1,83.6
17.7,73.9,90.9
28.3,64.5,63.9
29.4,45.6,62.8
19.4,33.7,89.8
23.5,74.3,89.0
28.3,48.1,67.1
17.6,42.5,79.5
29.7,72.3,47.3
28.4,37.0,70.9
27.6,40.7,75.5
19.1,50.9,88.6
23.2,29.9,99.1
31.9,58.7,35.7
26.3,64.6,78.2
17.5,59.1,81.7
31.2,63.9,41.5
24.1,30.3,100.0
16.3,47.6,69.9
31.1,66.4,41.2
21.5,37.0,95.8
28.6,73.4,54.4
26.8,78.4,68.9
26.8,34.2,84.7
22.2,74.3,95.5
24.1,53.6,91.9
16.2,40.3,69.3
29.8,37.0,61.3
18.1,57.8,86.9
16.6,69.5,82.4
17.9,74.3,89.4
30.2,84.7,37.1
26.9,32.3,82.7
18.5,69.6,91.8
20.7,83.2,100.0
24.2,34.1,95.8
19.2,80.7,94.3
23.8,25.1,100.0
28.8,51.5,64.4
29.0,64.7,57.4
29.3,67.7,53.4
20.1,33.9,89.4
23.5,46.9,95.3
20.4,39.6,91.9
18.5,79.5,93.2
28.0,61.1,69.5
30.6,63.5,44.0
29.3,73.8,49.4
24.1,58.3,95.0
28.2,67.9,62.1
16.9,67.3,81.3
31.8,43.5,45.1
31.1,56.2,45.9
23.0,32.1,97.1
23.8,58.1,91.0
18.9,76.5,97.2
18.2,36.3,81.1
31.7,56.7,34.8
24.5,62.4,87.0
23.8,84.2,84.7
30.2,31.6,60.6
22.4,43.9,98.4
31.1,49.4,49.1
28.4,38.4,71.6
26.9,40.0,83.1
26.2,41.0,88.2
26.9,37.2,81.1
28.4,68.8,61.1
28.6,83.7,54.8
27.0,62.5,76.2
16.1,62.2,73.0
20.4,71.1,100.0
29.8,34.6,63.0
24.7,33.8,95.9
24.0,32.5,96.4
24.3,72.1,86.1
31.1,77.7,39.1
22.5,58.4,100.0
19.7,56.4,97.3
24.1,81.9,85.7
30.0,39.6,60.9
28.0,40.6,74.9
23.9,68.5,90.2
18.6,74.1,96.5
21.3,74.3,96.9
31.1,37.4,52.2
19.7,51.7,94.5
19.4,59.4,91.4
32.0,45.6,37.9
29.7,49.8,57.2
23.1,70.4,94.5
17.4,59.5,83.9
29.9,53.7,54.3
22.8,73.4,95.6
23.3,50.4,97.2
26.5,42.4,83.9
31.8,48.8,37.9
29.8,83.1,39.7
18.5,68.6,94.3
25.5,37.6,89.6
31.1,27.8,55.1
29.7,55.6,55.5
30.2,73.6,43.0
19.8,84.0,99.0
17.3,75.2,87.9
21.5,58.7,100.0
30.9,63.3,41.0
19.8,69.0,97.7
22.7,27.5,98.7
19.9,31.2,87.3
27.2,45.5,80.0
19.3,67.0,96.9
21.2,69.7,97.6
21.3,64.7,99.7
28.1,30.8,75.1
28.5,50.9,67.5
24.1,36.8,94.3
16.1,74.4,79.4
23.4,33.3,98.8
25.6,32.1,93.9
31.7,59.3,34.7
19.3,48.5,91.6
24.7,76.8,85.8
31.7,60.7,37.8
22.0,57.8,98.5
25.6,76.8,78.4
27.4,64.1,69.6
23.7,60.8,92.5
23.8,48.0,93.1
18.5,36.6,81.2
26.2,76.1,73.5
18.2,39.7,84.7
17.2,56.4,82.0
18.4,35.3,80.7
27.0,75.6,66.8
27.9,32.5,80.5
16.8,74.3,84.0
29.8,33.4,64.8
18.4,46.6,85.6
26.5,42.4,83.2
16.7,74.7,84.9
21.6,38.1,96.3
25.3,62.4,82.3
20.9,84.5,100.0
19.1,80.1,96.8
26.0,63.4,79.6
28.1,53.3,70.6
23.6,81.4,87.8
28.1,58.7,64.9
30.6,78.2,39.4
22.8,42.1,99.9
21.9,64.5,98.3
29.0,26.9,71.2
24.4,67.7,85.8
29.9,68.3,50.5
18.7,63.9,93.0
30.9,33.9,54.3
23.7,61.2,91.1
22.9,84.8,94.2
16.5,51.7,75.5
26.8,30.5,83.2
22.5,38.3,100.0
19.0,48.0,88.5
20.3,75.0,99.1
19.7,52.1,95.8
24.8,70.4,84.6
19.5,82.1,100.0
30.3,82.1,36.0
18.0,42.9,79.9
27.4,76.8,65.7
26.8,47.5,77.5
24.0,38.0,96.4
23.2,48.5,100.0
27.2,44.3,78.7
16.7,77.8,84.8
30.4,42.8,57.8
29.7,40.8,62.0
22.3,78.2,93.3
17.9,76.9,88.8
28.8,26.5,74.8
19.4,39.6,87.1
31.5,34.2,48.7
16.9,72.5,83.6
27.9,30.0,81.5
29.9,61.3,49.4
31.5,30.0,50.4
26.6,52.7,80.1
17.2,50.3,82.1
25.4,35.2,91.0
24.0,48.4,92.7
18.6,81.1,93.4
31.3,79.3,36.3
24.3,80.6,85.5
24.4,26.8,96.6
31.9,41.6,44.3
27.0,45.4,78.4
30.9,52.8,46.8
21.6,25.6,98.1
16.5,66.0,79.3
18.9,36.2,82.7
24.5,39.3,96.1
22.5,30.0,96.6
22.5,61.1,97.1
21.9,25.1,95.2
30.3,42.5,55.8
20.7,65.5,97.4
26.0,67.8,79.6
20.7,47.3,94.1
18.0,59.2,84.2
30.4,71.5,39.7
25.2,74.7,82.1
29.0,42.4,68.7
31.0,42.4,48.7
25.3,80.7,76.7
22.3,74.7,97.6
16.5,31.5,65.1
18.4,62.8,89.0
18.2,79.2,95.8
31.3,30.8,53.6
20.5,59.0,98.7
26.1,36.3,88.1
17.3,29.7,72.8
29.8,63.1,53.4
19.9,54.9,94.4
23.8,53.3,96.4
27.1,64.1,70.7
18.1,77.2,92.2
26.5,34.8,86.0
17.9,25.6,74.7
21.6,54.3,100.0
29.9,76.5,42.6
31.7,74.0,38.5
17.5,71.9,85.2
24.0,41.9,95.2
17.4,62.6,86.9
27.6,55.8,73.7
18.1,30.5,81.6
30.1,34.1,61.8
27.6,56.7,72.0
18.1,55.1,87.0
17.2,39.0,74.9
19.1,48.5,91.9
23.5,30.7,98.2
30.7,73.8,38.3
27.6,57.4,68.5
16.6,60.9,80.8
24.3,56.6,88.8
22.0,61.7,97.4
30.5,79.9,37.0
29.5,55.0,55.7
24.9,55.7,88.6
20.9,78.3,99.2
29.6,59.8,55.5
30.5,40.5,53.1
19.5,25.3,84.0
28.8,82.1,51.5
18.3,83.7,93.5
22.8,35.6,98.7
26.9,69.3,72.5
28.4,62.3,63.4
27.5,43.2,77.5
30.2,54.1,51.6
24.2,55.2,92.6
18.2,55.2,84.0
20.9,56.6,98.6
29.4,39.7,61.8
29.7,35.4,64.5
19.3,66.5,95.9
28.9,72.5,54.4
21.6,45.4,97.7
26.2,49.8,82.9
21.7,83.3,96.7
27.9,84.9,55.9
18.6,46.5,86.2
20.9,77.3,100.0
28.8,57.7,59.0
27.8,52.5,74.5
16.2,30.5,62.8
23.6,45.9,94.5
27.7,54.7,73.8
28.0,27.4,77.4
24.3,44.5,95.0
16.5,55.9,78.4
25.3,29.8,93.7
23.8,39.9,94.8
19.8,32.3,86.8
25.7,72.5,76.3
29.5,42.0,63.1
28.4,75.4,58.8
29.4,63.2,56.3
30.3,49.9,49.9
17.1,64.0,81.8
23.9,30.3,96.8
20.0,55.1,97.3
26.6,83.2,71.0
27.8,36.6,78.5
31.1,69.5,38.9
17.7,58.7,87.4
18.4,41.4,85.4
29.8,39.9,59.6
27.8,77.0,60.5
28.8,68.1,60.8
21.7,29.1,98.1
16.6,32.6,71.3
23.3,37.5,100.0
18.5,41.9,82.3
27.9,33.6,76.1
16.4,55.1,74.1
29.0,25.3,72.1
27.5,39.9,80.8
29.8,46.5,57.4
27.2,77.8,64.3
25.5,64.4,84.4
22.1,48.8,100.0
24.5,56.3,89.8
22.2,80.7,93.7
25.7,64.0,80.8
19.4,63.1,96.7
23.7,52.5,97.9
21.1,63.9,100.0
24.5,26.3,98.5
23.1,70.1,91.6
22.7,81.7,92.2
18.0,26.6,73.9
20.8,69.1,97.0
17.9,36.3,81.4
20.3,49.3,96.4
20.3,30.1,89.8
26.4,62.7,79.4
22.3,51.5,99.4
